id,taxonID,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,taxonRank,scientificNameAuthorship,taxonRemarks,threatStatus,establishmentMeans,scientificNameID,nameAccordingTo,vernacularName,taxonomicStatus,language,rightsHolder,bibliographicCitation,locality,countryCode,appendixCITES,occurrenceRemarks,
gbif.org/species/2493744,gbif.org/species/2493744,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Coereba,flaveola,Coereba flaveola,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/5231037,gbif.org/species/5231037,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tiaris,olivaceus,Tiaris olivaceus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/5231044,gbif.org/species/5231044,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Asemospiza,obscura,Asemospiza obscura,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/9778863,gbif.org/species/9778863,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Asemospiza,fuliginosa,Asemospiza fuliginosa,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/9426540,gbif.org/species/9426540,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Melanospiza,bicolor,Melanospiza bicolor,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/5230596,gbif.org/species/5230596,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorochrysa,phoenicotis,Chlorochrysa phoenicotis,Especie,"(Bonaparte, 1851)",,LC,,,,,,,,,,,,,
gbif.org/species/5230598,gbif.org/species/5230598,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorochrysa,calliparaea,Chlorochrysa calliparaea,Especie,"(Tschudi, 1844)",,LC,,,,,,,,,,,,,
gbif.org/species/5230597,gbif.org/species/5230597,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorochrysa,nitidissima,Chlorochrysa nitidissima,Especie,"P.L.Sclater, 1874",,VU,Endémica,,,,,,,,,,,,
gbif.org/species/5845551,gbif.org/species/5845551,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Paroaria,nigrogenis,Paroaria nigrogenis,Especie,"(Lafresnaye, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2492082,gbif.org/species/2492082,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Paroaria,gularis,Paroaria gularis,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2488064,gbif.org/species/2488064,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Schistochlamys,melanopis,Schistochlamys melanopis,Especie,"(Latham, 1790)",,LC,,,,,,,,,,,,,
gbif.org/species/2488854,gbif.org/species/2488854,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Cissopis,leverianus,Cissopis leverianus,Especie,"(J.F.Gmelin, 1788)",,LC,,,,,,,,,,,,,
gbif.org/species/2488913,gbif.org/species/2488913,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Calochaetes,coccineus,Calochaetes coccineus,Especie,"(P.L.Sclater, 1858)",,LC,,,,,,,,,,,,,
gbif.org/species/2488652,gbif.org/species/2488652,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Iridosornis,porphyrocephalus,Iridosornis porphyrocephalus,Especie,"(P.L.Sclater, 1856)",,NT,,,,,,,,,,,,,
gbif.org/species/2488655,gbif.org/species/2488655,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Iridosornis,analis,Iridosornis analis,Especie,"(Tschudi, 1844)",,LC,,,,,,,,,,,,,
gbif.org/species/2488644,gbif.org/species/2488644,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Iridosornis,rufivertex,Iridosornis rufivertex,Especie,"(Lafresnaye, 1842)",,LC,,,,,,,,,,,,,
gbif.org/species/2488795,gbif.org/species/2488795,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Pipraeidea,melanonota,Pipraeidea melanonota,Especie,"(Vieillot, 1819)",,LC,,,,,,,,,,,,,
gbif.org/species/2488325,gbif.org/species/2488325,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Dubusia,taeniata,Dubusia taeniata,Especie,"(Boissonneau, 1840)",,LC,,,,,,,,,,,,,
gbif.org/species/5230546,gbif.org/species/5230546,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,melanogenys,Anisognathus melanogenys,Especie,"(Salvin & Godman, 1880)",,LC,Endémica,,,,,,,,,,,,
gbif.org/species/5230558,gbif.org/species/5230558,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,lacrymosus,Anisognathus lacrymosus,Especie,"(Du Bus de Gisignies, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/5230541,gbif.org/species/5230541,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,igniventris,Anisognathus igniventris,Especie,"(d'Orbigny & Lafresnaye, 1837)",,LC,,,,,,,,,,,,,
gbif.org/species/5230547,gbif.org/species/5230547,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,somptuosus,Anisognathus somptuosus,Especie,"(Lesson, 1831)",,LC,,,,,,,,,,,,,
gbif.org/species/5230540,gbif.org/species/5230540,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Anisognathus,notabilis,Anisognathus notabilis,Especie,"(P.L.Sclater, 1855)",,LC,,,,,,,,,,,,,
gbif.org/species/2488303,gbif.org/species/2488303,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Buthraupis,montana,Buthraupis montana,Especie,"(d'Orbigny & Lafresnaye, 1837)",,LC,,,,,,,,,,,,,
gbif.org/species/2488297,gbif.org/species/2488297,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tephrophilus,wetmorei,Tephrophilus wetmorei,Especie,,,VU,,,,,,,,,,,,,
gbif.org/species/8965072,gbif.org/species/8965072,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporathraupis,cyanocephala,Sporathraupis cyanocephala,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/5230635,gbif.org/species/5230635,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chlorornis,riefferii,Chlorornis riefferii,Especie,"(Boissonneau, 1840)",,LC,,,,,,,,,,,,,
gbif.org/species/8161703,gbif.org/species/8161703,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Cnemathraupis,eximia,Cnemathraupis eximia,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488733,gbif.org/species/2488733,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,flavovirens,Bangsia flavovirens,Especie,,,VU,,,,,,,,,,,,,
gbif.org/species/2488333,gbif.org/species/2488333,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,arcaei,Bangsia arcaei,Especie,"(P.L.Sclater & Salvin, 1869)",,NT,,,,,,,,,,,,,
gbif.org/species/2488330,gbif.org/species/2488330,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,melanochlamys,Bangsia melanochlamys,Especie,"(Hellmayr, 1910)",,VU,Endémica,,,,,,,,,,,,
gbif.org/species/2488332,gbif.org/species/2488332,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,rothschildi,Bangsia rothschildi,Especie,"(von Berlepsch, 1897)",,LC,,,,,,,,,,,,,
gbif.org/species/2488336,gbif.org/species/2488336,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,edwardsi,Bangsia edwardsi,Especie,"(D.G.Elliot, 1865)",,LC,,,,,,,,,,,,,
gbif.org/species/2488331,gbif.org/species/2488331,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Bangsia,aureocincta,Bangsia aureocincta,Especie,"(Hellmayr, 1910)",,EN,Endémica,,,,,,,,,,,,
gbif.org/species/2488196,gbif.org/species/2488196,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Chalcothraupis,ruficervix,Chalcothraupis ruficervix,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488241,gbif.org/species/2488241,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Poecilostreptus,palmeri,Poecilostreptus palmeri,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488232,gbif.org/species/2488232,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,cyanoptera,Stilpnia cyanoptera,Especie,,,NT,,,,,,,,,,,,,
gbif.org/species/2488254,gbif.org/species/2488254,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,heinei,Stilpnia heinei,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488246,gbif.org/species/2488246,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,cayana,Stilpnia cayana,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488112,gbif.org/species/2488112,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,vitriolina,Stilpnia vitriolina,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488137,gbif.org/species/2488137,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,nigrocincta,Stilpnia nigrocincta,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488235,gbif.org/species/2488235,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,larvata,Stilpnia larvata,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488125,gbif.org/species/2488125,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Stilpnia,cyanicollis,Stilpnia cyanicollis,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2488175,gbif.org/species/2488175,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,vassorii,Tangara vassorii,Especie,"(Boissonneau, 1840)",,LC,,,,,,,,,,,,,
gbif.org/species/2488106,gbif.org/species/2488106,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,nigroviridis,Tangara nigroviridis,Especie,"(Lafresnaye, 1843)",,LC,,,,,,,,,,,,,
gbif.org/species/2488162,gbif.org/species/2488162,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,fucosa,Tangara fucosa,Especie,"Nelson, 1912",Probable por confirmar,NT,,,,,,,,,,,,,
gbif.org/species/2488101,gbif.org/species/2488101,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,labradorides,Tangara labradorides,Especie,"(Boissonneau, 1840)",,LC,,,,,,,,,,,,,
gbif.org/species/2488203,gbif.org/species/2488203,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,cyanotis,Tangara cyanotis,Especie,"(P.L.Sclater, 1858)",,LC,,,,,,,,,,,,,
gbif.org/species/2488164,gbif.org/species/2488164,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,inornata,Tangara inornata,Especie,"(Gould, 1855)",,LC,,,,,,,,,,,,,
gbif.org/species/2488169,gbif.org/species/2488169,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,mexicana,Tangara mexicana,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2488217,gbif.org/species/2488217,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,chilensis,Tangara chilensis,Especie,"(Vigors, 1832)",,LC,,,,,,,,,,,,,
gbif.org/species/2488157,gbif.org/species/2488157,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,velia,Tangara velia,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2488113,gbif.org/species/2488113,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,callophrys,Tangara callophrys,Especie,"(Cabanis, 1849)",,LC,,,,,,,,,,,,,
gbif.org/species/2488206,gbif.org/species/2488206,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,lavinia,Tangara lavinia,Especie,"(Cassin, 1858)",,LC,,,,,,,,,,,,,
gbif.org/species/2488114,gbif.org/species/2488114,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,gyrola,Tangara gyrola,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2488163,gbif.org/species/2488163,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,chrysotis,Tangara chrysotis,Especie,"(Du Bus de Gisignies, 1846)",,LC,,,,,,,,,,,,,
gbif.org/species/2488242,gbif.org/species/2488242,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,xanthocephala,Tangara xanthocephala,Especie,"(Tschudi, 1844)",,LC,,,,,,,,,,,,,
gbif.org/species/2488192,gbif.org/species/2488192,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,parzudakii,Tangara parzudakii,Especie,"(Lafresnaye, 1843)",,LC,,,,,,,,,,,,,
gbif.org/species/2488133,gbif.org/species/2488133,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,schrankii,Tangara schrankii,Especie,"(von Spix, 1825)",,LC,,,,,,,,,,,,,
gbif.org/species/2488153,gbif.org/species/2488153,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,johannae,Tangara johannae,Especie,"(Dalmas, 1900)",,NT,,,,,,,,,,,,,
gbif.org/species/2488179,gbif.org/species/2488179,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,arthus,Tangara arthus,Especie,"Lesson, 1832",,LC,,,,,,,,,,,,,
gbif.org/species/2488189,gbif.org/species/2488189,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,florida,Tangara florida,Especie,"(P.L.Sclater & Salvin, 1869)",,LC,,,,,,,,,,,,,
gbif.org/species/2488222,gbif.org/species/2488222,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,icterocephala,Tangara icterocephala,Especie,"(Bonaparte, 1851)",,LC,,,,,,,,,,,,,
gbif.org/species/2488602,gbif.org/species/2488602,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,episcopus,Thraupis episcopus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2488633,gbif.org/species/2488633,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,glaucocolpa,Thraupis glaucocolpa,Especie,"Cabanis, 1850",,LC,,,,,,,,,,,,,
gbif.org/species/2488628,gbif.org/species/2488628,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,palmarum,Thraupis palmarum,Especie,"Wied-Neuwied, 1821",,LC,,,,,,,,,,,,,
gbif.org/species/9315630,gbif.org/species/9315630,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ixothraupis,rufigula,Ixothraupis rufigula,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/9628189,gbif.org/species/9628189,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ixothraupis,guttata,Ixothraupis guttata,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/9552743,gbif.org/species/9552743,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ixothraupis,xanthogastra,Ixothraupis xanthogastra,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/9334801,gbif.org/species/9334801,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ixothraupis,punctata,Ixothraupis punctata,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/9268217,gbif.org/species/9268217,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Ixothraupis,varia,Ixothraupis varia,Especie,,Probable por confirmar,,,,,,,,,,,,,,
eol.org/pages/Mazama%20murelia,eol.org/pages/Mazama%20murelia,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,murelia,Mazama murelia,Especie,"J. A. Allen, 1915",Elevación (m): 0-900,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898446,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,"ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.",Amazonas | Caquetá | Meta | Vaupés | Vichada,CO,,Amazonía | Orinoquia,
urn:lsid:catalogueoflife.org:taxon:4f16759f-5e17-11e7-8cee-bc764e092680:col20170824,urn:lsid:catalogueoflife.org:taxon:4f16759f-5e17-11e7-8cee-bc764e092680:col20170824,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,rufina,Mazama rufina,Especie,"(Pucheran, 1851)",Elevación (m): 1500-4000,VU,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=625072,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,"ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.",Antioquia | Boyacá | Caldas | Cauca | Cesar | Cundinamarca | Huila | Nariño | Norte de Santander | Santander | Tolima | Valle del Cauca,CO,,Andina | Orinoquia | Serranía de Perijá,
eol.org/pages/Mazama%20sanctaemartae,eol.org/pages/Mazama%20sanctaemartae,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,sanctaemartae,Mazama sanctaemartae,Especie,"J. A. Allen, 1915",Elevación (m): 0-900,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898449,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,"ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.",Bolívar | Cesar | Cundinamarca | La Guajira | Magdalena,CO,,Andina | Caribe | Sierra Nevada de Santa Marta,
urn:lsid:catalogueoflife.org:taxon:259114ac-5e17-11e7-8cee-bc764e092680:col20170824,urn:lsid:catalogueoflife.org:taxon:259114ac-5e17-11e7-8cee-bc764e092680:col20170824,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,temama,Mazama temama,Especie,"(Kerr, 1792)",Elevación (m): 0-68,DD,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898202,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,"GROVES C y P GRUBB. 1987. Relationships of living deer. Pp. 21-59, en: Biology and management of the Cervidae (CM Wemmer, ed.). Smithsonian Institution Press, Washington, D.C., USA.",Chocó,CO,"III, NC",Pacífica,
eol.org/pages/Mazama%20zamora,eol.org/pages/Mazama%20zamora,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,zamora,Mazama zamora,Especie,"J. A. Allen, 1915",Elevación (m): 600-1200,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898440,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,"ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.",,CO,,Sureste | Amazonia,
gbif.org/species/8872400,gbif.org/species/8872400,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,zetta,Mazama zetta,Especie,"Thomas, 1913",Elevación (m): 1600-1950,,,https://www.gbif.org/species/8872400,"Mazama zetta Thomas, 1913 in GBIF Secretariat (2017). GBIF Backbone Taxonomy. Checklist dataset https://doi.org/10.15468/39omei accessed via GBIF.org on 2019-08-01.",,Válido,es,Sociedad Colombiana de Mastozoología,"ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.",Antioquia,CO,,Valles Interandinos,
gbif.org/species/8086627,gbif.org/species/8086627,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,cariacou,Odocoileus cariacou,Especie,"(Boddaert, 1784)",Elevación (m): 0-600,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898466,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.,Caquetá | Casanare | Cesar | La Guajira | Magdalena | Meta | Santander | Valle del Cauca | Vichada,CO,,Amazonia | Orinoquia | Pacífica | Valle Medio del Magdalena,
eol.org/pages/Odocoileus%20goudotii,eol.org/pages/Odocoileus%20goudotii,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,goudotii,Odocoileus goudotii,Especie,"(Gay & Gervais, 1846)",Elevación (m): 3500-4000,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898472,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.,Boyacá | Cundinamarca | Santander | Norte de Santander,CO,,Andina: Páramos,
eol.org/pages/Odocoileus%20ustus,eol.org/pages/Odocoileus%20ustus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,ustus,Odocoileus ustus,Especie,"Trouessart, 1910",Elevación (m): 4100,,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=898495,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,CABRERA A. 1961. Catálogo de los mamíferos de América del Sur. Revista del Museo Argentino de Ciencias Naturales Bernardino Rivadavia (Ciencias Zoológicas) 4:309-732.,Nariño,CO,,Andina,
urn:lsid:catalogueoflife.org:taxon:4f167916-5e17-11e7-8cee-bc764e092680:col20170824,urn:lsid:catalogueoflife.org:taxon:4f167916-5e17-11e7-8cee-bc764e092680:col20170824,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Pudu,mephistophiles,Pudu mephistophiles,Especie,"(de Winton, 1896)",Elevación (m): 3000-3500,VU,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=625074,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",,Válido,es,Sociedad Colombiana de Mastozoología,"ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.",Cauca | Huila | Nariño | Risaralda | Tolima | Valle del Cauca,CO,II,Andina,
urn:lsid:catalogueoflife.org:taxon:2cb68cb7-5e17-11e7-8cee-bc764e092680:col20170824,urn:lsid:catalogueoflife.org:taxon:2cb68cb7-5e17-11e7-8cee-bc764e092680:col20170824,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Dicotyles,tajacu,Dicotyles tajacu,Especie,"(Linnaeus, 1758)",Elevación (m): 0-2800,LC,,http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=552761,"Tom Orrell (custodian), Dave Nicolson (ed). (2019). ITIS Global: The Integrated Taxonomic Information System (version Jun 2017). In: Species 2000 & ITIS Catalogue of Life, 2019 Annual Checklist (Roskov Y., Ower G., Orrell T., Nicolson D., Bailly N., Kirk P.M., Bourgoin T., DeWalt R.E., Decock W., Nieukerken E. van, Zarucchi J., Penev L., eds.). Digital resource at www.catalogueoflife.org/annual-checklist/2019. Species 2000: Naturalis, Leiden, the Netherlands. ISSN 2405-884X.",jabalí,Válido,es,Sociedad Colombiana de Mastozoología,"CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.",,CO,II,,
