id,taxonID,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,taxonRank,scientificNameAuthorship,taxonRemarks,threatStatus,establishmentMeans,scientificNameID,nameAccordingTo,vernacularName,taxonomicStatus,language,rightsHolder,bibliographicCitation,locality,countryCode,appendixCITES,occurrenceRemarks,
gbif.org/species/2477472,gbif.org/species/2477472,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothocercus,julius,Nothocercus julius,Especie,"(Bonaparte, 1854)",,LC,,,,,,,,,,,,,
gbif.org/species/2477473,gbif.org/species/2477473,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothocercus,bonapartei,Nothocercus bonapartei,Especie,"(G.R.Gray, 1867)",,LC,,,,,,,,,,,,,
gbif.org/species/2477622,gbif.org/species/2477622,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,tao,Tinamus tao,Especie,"Temminck, 1815",,VU,,,,,,,,,,,,,
gbif.org/species/2477618,gbif.org/species/2477618,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,osgoodi,Tinamus osgoodi,Especie,"Conover, 1949",,VU,,,,,,,,,,,,,
gbif.org/species/2477630,gbif.org/species/2477630,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,major,Tinamus major,Especie,"(J.F.Gmelin, 1789)",,NT,,,,,,,,,,,,,
gbif.org/species/2477621,gbif.org/species/2477621,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,guttatus,Tinamus guttatus,Especie,"Pelzeln, 1863",,NT,,,,,,,,,,,,,
gbif.org/species/2477528,gbif.org/species/2477528,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,berlepschi,Crypturellus berlepschi,Especie,"(Rothschild, 1897)",,LC,,,,,,,,,,,,,
gbif.org/species/2477533,gbif.org/species/2477533,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,cinereus,Crypturellus cinereus,Especie,"(J.F.Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2477507,gbif.org/species/2477507,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,soui,Crypturellus soui,Especie,"(Hermann, 1783)",,LC,,,,,,,,,,,,,
gbif.org/species/2477535,gbif.org/species/2477535,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,obsoletus,Crypturellus obsoletus,Especie,"(Temminck, 1815)",,LC,,,,,,,,,,,,,
gbif.org/species/2477560,gbif.org/species/2477560,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,undulatus,Crypturellus undulatus,Especie,"(Temminck, 1815)",,LC,,,,,,,,,,,,,
gbif.org/species/2477534,gbif.org/species/2477534,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,duidae,Crypturellus duidae,Especie,"J.T.Zimmer, 1938",,NT,,,,,,,,,,,,,
gbif.org/species/2477546,gbif.org/species/2477546,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,erythropus,Crypturellus erythropus,Especie,"(Pelzeln, 1863)",,LC,,,,,,,,,,,,,
gbif.org/species/2477557,gbif.org/species/2477557,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,kerriae,Crypturellus kerriae,Especie,"(Chapman, 1915)",,VU,,,,,,,,,,,,,
gbif.org/species/2477527,gbif.org/species/2477527,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,variegatus,Crypturellus variegatus,Especie,"(J.F.Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2477532,gbif.org/species/2477532,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,brevirostris,Crypturellus brevirostris,Especie,"(Pelzeln, 1863)",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/2477570,gbif.org/species/2477570,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,casiquiare,Crypturellus casiquiare,Especie,"(Chapman, 1929)",,LC,,,,,,,,,,,,,
gbif.org/species/2477556,gbif.org/species/2477556,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,bartletti,Crypturellus bartletti,Especie,"(P.L.Sclater & Salvin, 1873)",Probable por confirmar,,,,,,,,,,,,,,
gbif.org/species/2477572,gbif.org/species/2477572,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,curvirostris,Nothoprocta curvirostris,Especie,"P.L.Sclater & Salvin, 1873",,LC,,,,,,,,,,,,,
gbif.org/species/2497983,gbif.org/species/2497983,Animalia,Chordata,Aves,Anseriformes,Anhimidae,Anhima,cornuta,Anhima cornuta,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/5959223,gbif.org/species/5959223,Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna,chavaria,Chauna chavaria,Especie,"(Linnaeus, 1766)",,NT,,,,,,,,,,,,,
gbif.org/species/2498402,gbif.org/species/2498402,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,bicolor,Dendrocygna bicolor,Especie,"(Vieillot, 1816)",,LC,,,,,,,,,,,,,
gbif.org/species/2498396,gbif.org/species/2498396,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata,Dendrocygna viduata,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2498393,gbif.org/species/2498393,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis,Dendrocygna autumnalis,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/7373023,gbif.org/species/7373023,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oressochen,jubatus,Oressochen jubatus,Especie,,,NT,,,,,,,,,,,,,
gbif.org/species/9751099,gbif.org/species/9751099,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cairina,moschata,Cairina moschata,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2498003,gbif.org/species/2498003,Animalia,Chordata,Aves,Anseriformes,Anatidae,Sarkidiornis,sylvicola,Sarkidiornis sylvicola,Especie,"H.Ihering & R.Ihering, 1907",,LC,,,,,,,,,,,,,
gbif.org/species/2498411,gbif.org/species/2498411,Animalia,Chordata,Aves,Anseriformes,Anatidae,Amazonetta,brasiliensis,Amazonetta brasiliensis,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2498275,gbif.org/species/2498275,Animalia,Chordata,Aves,Anseriformes,Anatidae,Merganetta,armata,Merganetta armata,Especie,"Gould, 1842",,LC,,,,,,,,,,,,,
gbif.org/species/8332393,gbif.org/species/8332393,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,clypeata,Spatula clypeata,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/9422220,gbif.org/species/9422220,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,discors,Spatula discors,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/9345027,gbif.org/species/9345027,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,cyanoptera,Spatula cyanoptera,Especie,"(Vieillot, 1816)",,LC,,,,,,,,,,,,,
gbif.org/species/2498155,gbif.org/species/2498155,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mareca,americana,Mareca americana,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2498090,gbif.org/species/2498090,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,bahamensis,Anas bahamensis,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/2498112,gbif.org/species/2498112,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Anas acuta,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/2498127,gbif.org/species/2498127,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,georgica,Anas georgica,Especie,"Gmelin, 1789",,LC,,,,,,,,,,,,,
gbif.org/species/8214667,gbif.org/species/8214667,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Anas crecca,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/2498068,gbif.org/species/2498068,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,andium,Anas andium,Especie,"(P.L.Sclater & Salvin, 1873)",,LC,,,,,,,,,,,,,
gbif.org/species/2498151,gbif.org/species/2498151,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Anas strepera,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/2498177,gbif.org/species/2498177,Animalia,Chordata,Aves,Anseriformes,Anatidae,Netta,erythrophthalma,Netta erythrophthalma,Especie,"(Wied-Neuwied, 1833)",,LC,,,,,,,,,,,,,
gbif.org/species/2498264,gbif.org/species/2498264,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Aythya collaris,Especie,"(Donovan, 1809)",,LC,,,,,,,,,,,,,
gbif.org/species/2498257,gbif.org/species/2498257,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Aythya affinis,Especie,"(Eyton, 1838)",,LC,,,,,,,,,,,,,
gbif.org/species/2498250,gbif.org/species/2498250,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,americana,Melanitta americana,Especie,"(Swainson, 1832)",Probable por confirmar,NT,,,,,,,,,,,,,
gbif.org/species/2498375,gbif.org/species/2498375,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,serrator,Mergus serrator,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/2498316,gbif.org/species/2498316,Animalia,Chordata,Aves,Anseriformes,Anatidae,Nomonyx,dominicus,Nomonyx dominicus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2498305,gbif.org/species/2498305,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,Oxyura jamaicensis,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2482183,gbif.org/species/2482183,Animalia,Chordata,Aves,Galliformes,Cracidae,Chamaepetes,goudotii,Chamaepetes goudotii,Especie,"(Lesson, 1828)",,LC,,,,,,,,,,,,,
gbif.org/species/2482208,gbif.org/species/2482208,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,argyrotis,Penelope argyrotis,Especie,"(Bonaparte, 1856)",,LC,,,,,,,,,,,,,
gbif.org/species/2482216,gbif.org/species/2482216,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,ortoni,Penelope ortoni,Especie,"Salvin, 1874",,EN,,,,,,,,,,,,,
gbif.org/species/2482198,gbif.org/species/2482198,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,montagnii,Penelope montagnii,Especie,"(Bonaparte, 1856)",,LC,,,,,,,,,,,,,
gbif.org/species/9462558,gbif.org/species/9462558,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,jacquacu,Penelope jacquacu,Especie,"Spix, 1825",,LC,,,,,,,,,,,,,
gbif.org/species/2482225,gbif.org/species/2482225,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,purpurascens,Penelope purpurascens,Especie,"Wagler, 1830",,LC,,,,,,,,,,,,,
gbif.org/species/2482224,gbif.org/species/2482224,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,perspicax,Penelope perspicax,Especie,"Bangs, 1911",,EN,Endémica,,,,,,,,,,,,
gbif.org/species/2482310,gbif.org/species/2482310,Animalia,Chordata,Aves,Galliformes,Cracidae,Pipile,cumanensis,Pipile cumanensis,Especie,"(Jacquin, 1784)",,LC,,,,,,,,,,,,,
gbif.org/species/2482313,gbif.org/species/2482313,Animalia,Chordata,Aves,Galliformes,Cracidae,Aburria,aburri,Aburria aburri,Especie,"(Lesson, 1828)",,NT,,,,,,,,,,,,,
gbif.org/species/5229450,gbif.org/species/5229450,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,cinereiceps,Ortalis cinereiceps,Especie,"G.R.Gray, 1867",,LC,,,,,,,,,,,,,
gbif.org/species/5229446,gbif.org/species/5229446,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,garrula,Ortalis garrula,Especie,"(Humboldt, 1805)",,LC,Endémica,,,,,,,,,,,,
gbif.org/species/5229447,gbif.org/species/5229447,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,ruficauda,Ortalis ruficauda,Especie,"Jardine, 1847",,LC,,,,,,,,,,,,,
gbif.org/species/5229435,gbif.org/species/5229435,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,erythroptera,Ortalis erythroptera,Especie,"P.L.Sclater & Salvin, 1870",,VU,,,,,,,,,,,,,
gbif.org/species/5229460,gbif.org/species/5229460,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,columbiana,Ortalis columbiana,Especie,"Hellmayr, 1906",,LC,Endémica,,,,,,,,,,,,
gbif.org/species/2482254,gbif.org/species/2482254,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,guttata,Ortalis guttata,Especie,"(Spix, 1825)",,LC,,,,,,,,,,,,,
gbif.org/species/5229436,gbif.org/species/5229436,Animalia,Chordata,Aves,Galliformes,Cracidae,Ortalis,motmot,Ortalis motmot,Especie,"(Linnaeus, 1766)",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/2482190,gbif.org/species/2482190,Animalia,Chordata,Aves,Galliformes,Cracidae,Nothocrax,urumutum,Nothocrax urumutum,Especie,"(Spix, 1825)",,LC,,,,,,,,,,,,,
gbif.org/species/2482168,gbif.org/species/2482168,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,rubra,Crax rubra,Especie,"Linnaeus, 1758",,VU,,,,,,,,,,,,,
gbif.org/species/2482178,gbif.org/species/2482178,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,alberti,Crax alberti,Especie,"Fraser, 1852",,CR,Endémica,,,,,,,,,,,,
gbif.org/species/2482172,gbif.org/species/2482172,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,daubentoni,Crax daubentoni,Especie,"G.R.Gray, 1867",,NT,,,,,,,,,,,,,
gbif.org/species/2482173,gbif.org/species/2482173,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,alector,Crax alector,Especie,"Linnaeus, 1766",,VU,,,,,,,,,,,,,
gbif.org/species/2482171,gbif.org/species/2482171,Animalia,Chordata,Aves,Galliformes,Cracidae,Crax,globulosa,Crax globulosa,Especie,"Spix, 1825",,EN,,,,,,,,,,,,,
gbif.org/species/2482282,gbif.org/species/2482282,Animalia,Chordata,Aves,Galliformes,Cracidae,Mitu,tomentosum,Mitu tomentosum,Especie,"(Spix, 1825)",,NT,,,,,,,,,,,,,
gbif.org/species/2482276,gbif.org/species/2482276,Animalia,Chordata,Aves,Galliformes,Cracidae,Mitu,salvini,Mitu salvini,Especie,"Reinhardt, 1879",,LC,,,,,,,,,,,,,
gbif.org/species/2482278,gbif.org/species/2482278,Animalia,Chordata,Aves,Galliformes,Cracidae,Mitu,tuberosum,Mitu tuberosum,Especie,"(Spix, 1825)",,LC,,,,,,,,,,,,,
gbif.org/species/2482271,gbif.org/species/2482271,Animalia,Chordata,Aves,Galliformes,Cracidae,Pauxi,pauxi,Pauxi pauxi,Especie,"(Linnaeus, 1766)",,EN,,,,,,,,,,,,,
gbif.org/species/2474165,gbif.org/species/2474165,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Rhynchortyx,cinctus,Rhynchortyx cinctus,Especie,"(Salvin, 1876)",,LC,,,,,,,,,,,,,
gbif.org/species/5228112,gbif.org/species/5228112,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,cristatus,Colinus cristatus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/5228058,gbif.org/species/5228058,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,gujanensis,Odontophorus gujanensis,Especie,"(Gmelin, 1789)",,NT,,,,,,,,,,,,,
gbif.org/species/5228053,gbif.org/species/5228053,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,atrifrons,Odontophorus atrifrons,Especie,"Allen, 1900",,VU,,,,,,,,,,,,,
gbif.org/species/5228045,gbif.org/species/5228045,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,erythrops,Odontophorus erythrops,Especie,"Gould, 1859",,LC,,,,,,,,,,,,,
gbif.org/species/5228067,gbif.org/species/5228067,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,hyperythrus,Odontophorus hyperythrus,Especie,"Gould, 1858",,NT,Endémica,,,,,,,,,,,,
gbif.org/species/5228049,gbif.org/species/5228049,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,melanonotus,Odontophorus melanonotus,Especie,"Gould, 1861",,VU,,,,,,,,,,,,,
gbif.org/species/5228035,gbif.org/species/5228035,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,speciosus,Odontophorus speciosus,Especie,"Tschudi, 1843",,NT,,,,,,,,,,,,,
gbif.org/species/5228040,gbif.org/species/5228040,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,dialeucos,Odontophorus dialeucos,Especie,"Wetmore, 1963",,VU,,,,,,,,,,,,,
gbif.org/species/5228041,gbif.org/species/5228041,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,strophium,Odontophorus strophium,Especie,"(Gould, 1844)",,EN,Endémica,,,,,,,,,,,,
gbif.org/species/5228043,gbif.org/species/5228043,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Odontophorus,stellatus,Odontophorus stellatus,Especie,"(Gould, 1843)",Probable por confirmar,,,,,,,,,,,,,,
gbif.org/species/9691034,gbif.org/species/9691034,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,ruber,Phoenicopterus ruber,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/2482044,gbif.org/species/2482044,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,dominicus,Tachybaptus dominicus,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2482077,gbif.org/species/2482077,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2482050,gbif.org/species/2482050,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,andinus,Podiceps andinus,Especie,"(Meyer de Schauensee, 1959)",,EX,Endémica,,,,,,,,,,,,
gbif.org/species/2482063,gbif.org/species/2482063,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,occipitalis,Podiceps occipitalis,Especie,"Garnot, 1826",,LC,,,,,,,,,,,,,
gbif.org/species/2495414,gbif.org/species/2495414,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,livia,Columba livia,Especie,"Gmelin, 1789",Introducida establecida,LC,Exótica,,,,,,,,,,,,
gbif.org/species/2495310,gbif.org/species/2495310,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,leucocephala,Patagioenas leucocephala,Especie,"(Linnaeus, 1758)",,NT,,,,,,,,,,,,,
gbif.org/species/2495339,gbif.org/species/2495339,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,speciosa,Patagioenas speciosa,Especie,"(Gmelin, 1789)",,LC,,,,,,,,,,,,,
gbif.org/species/2495331,gbif.org/species/2495331,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,corensis,Patagioenas corensis,Especie,"(Jacquin, 1784)",,LC,,,,,,,,,,,,,
gbif.org/species/2495266,gbif.org/species/2495266,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,fasciata,Patagioenas fasciata,Especie,"(Say, 1823)",,LC,,,,,,,,,,,,,
gbif.org/species/2495295,gbif.org/species/2495295,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,cayennensis,Patagioenas cayennensis,Especie,"(Bonnaterre, 1792)",,LC,,,,,,,,,,,,,
gbif.org/species/2495314,gbif.org/species/2495314,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,plumbea,Patagioenas plumbea,Especie,"(Vieillot, 1818)",,LC,,,,,,,,,,,,,
gbif.org/species/2495321,gbif.org/species/2495321,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,subvinacea,Patagioenas subvinacea,Especie,"(Lawrence, 1868)",,VU,,,,,,,,,,,,,
gbif.org/species/2495284,gbif.org/species/2495284,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,nigrirostris,Patagioenas nigrirostris,Especie,"(P.L.Sclater, 1860)",,LC,,,,,,,,,,,,,
gbif.org/species/2495333,gbif.org/species/2495333,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,goodsoni,Patagioenas goodsoni,Especie,"(Hartert, 1902)",,LC,,,,,,,,,,,,,
gbif.org/species/5843937,gbif.org/species/5843937,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geotrygon,purpurata,Geotrygon purpurata,Especie,,,EN,,,,,,,,,,,,,
gbif.org/species/2496115,gbif.org/species/2496115,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geotrygon,saphirina,Geotrygon saphirina,Especie,"Bonaparte, 1855",,LC,,,,,,,,,,,,,
gbif.org/species/2496121,gbif.org/species/2496121,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geotrygon,montana,Geotrygon montana,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2496109,gbif.org/species/2496109,Animalia,Chordata,Aves,Columbiformes,Columbidae,Geotrygon,violacea,Geotrygon violacea,Especie,"(Temminck, 1809)",,LC,,,,,,,,,,,,,
gbif.org/species/8320381,gbif.org/species/8320381,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotrygon,veraguensis,Leptotrygon veraguensis,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2496060,gbif.org/species/2496060,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,verreauxi,Leptotila verreauxi,Especie,"(Bonaparte, 1855)",,LC,,,,,,,,,,,,,
gbif.org/species/2496089,gbif.org/species/2496089,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,cassinii,Leptotila cassinii,Especie,"(Lawrence, 1867)",,LC,,,,,,,,,,,,,
gbif.org/species/2496093,gbif.org/species/2496093,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,conoveri,Leptotila conoveri,Especie,"Bond & Meyer de Schauensee, 1943",,EN,Endémica,,,,,,,,,,,,
gbif.org/species/2496075,gbif.org/species/2496075,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,plumbeiceps,Leptotila plumbeiceps,Especie,"(P.L.Sclater & Salvin, 1868)",,LC,,,,,,,,,,,,,
gbif.org/species/2496081,gbif.org/species/2496081,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,rufaxilla,Leptotila rufaxilla,Especie,"(Richard & Bernard, 1792)",,LC,,,,,,,,,,,,,
gbif.org/species/2496078,gbif.org/species/2496078,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,pallida,Leptotila pallida,Especie,"(Berlepsch & Taczanowski, 1884)",,LC,,,,,,,,,,,,,
gbif.org/species/2496098,gbif.org/species/2496098,Animalia,Chordata,Aves,Columbiformes,Columbidae,Leptotila,jamaicensis,Leptotila jamaicensis,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/8243080,gbif.org/species/8243080,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zentrygon,frenata,Zentrygon frenata,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/7671500,gbif.org/species/7671500,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zentrygon,linearis,Zentrygon linearis,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/8184592,gbif.org/species/8184592,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zentrygon,goldmani,Zentrygon goldmani,Especie,,,NT,,,,,,,,,,,,,
gbif.org/species/2495370,gbif.org/species/2495370,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,asiatica,Zenaida asiatica,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2495358,gbif.org/species/2495358,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,auriculata,Zenaida auriculata,Especie,"(Des Murs, 1847)",,LC,,,,,,,,,,,,,
gbif.org/species/2495347,gbif.org/species/2495347,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,macroura,Zenaida macroura,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2495922,gbif.org/species/2495922,Animalia,Chordata,Aves,Columbiformes,Columbidae,Claravis,pretiosa,Claravis pretiosa,Especie,"(Ferrari-Perez, 1886)",,LC,,,,,,,,,,,,,
gbif.org/species/2495914,gbif.org/species/2495914,Animalia,Chordata,Aves,Columbiformes,Columbidae,Paraclaravis,mondetoura,Paraclaravis mondetoura,Especie,,,LC,,,,,,,,,,,,,
gbif.org/species/2495178,gbif.org/species/2495178,Animalia,Chordata,Aves,Columbiformes,Columbidae,Metriopelia,melanoptera,Metriopelia melanoptera,Especie,"(Molina, 1782)",,LC,,,,,,,,,,,,,
gbif.org/species/2495869,gbif.org/species/2495869,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,passerina,Columbina passerina,Especie,"(Linnaeus, 1758)",,LC,,,,,,,,,,,,,
gbif.org/species/2495853,gbif.org/species/2495853,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,minuta,Columbina minuta,Especie,"(Linnaeus, 1766)",,LC,,,,,,,,,,,,,
gbif.org/species/2495858,gbif.org/species/2495858,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,talpacoti,Columbina talpacoti,Especie,"(Temminck, 1810)",,LC,,,,,,,,,,,,,
gbif.org/species/2495892,gbif.org/species/2495892,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,buckleyi,Columbina buckleyi,Especie,"(P.L.Sclater & Salvin, 1877)",,LC,,,,,,,,,,,,,
gbif.org/species/2495888,gbif.org/species/2495888,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,squammata,Columbina squammata,Especie,"(Lesson, 1831)",,LC,,,,,,,,,,,,,
gbif.org/species/2495891,gbif.org/species/2495891,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,cruziana,Columbina cruziana,Especie,"(Prevost, 1842)",,LC,,,,,,,,,,,,,
gbif.org/species/2495865,gbif.org/species/2495865,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,picui,Columbina picui,Especie,"(Temminck, 1813)",Probable por confirmar,LC,,,,,,,,,,,,,
gbif.org/species/2496210,gbif.org/species/2496210,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,major,Crotophaga major,Especie,"Gmelin, 1788",,LC,,,,,,,,,,,,,
gbif.org/species/2496209,gbif.org/species/2496209,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,ani,Crotophaga ani,Especie,"Linnaeus, 1758",,LC,,,,,,,,,,,,,
gbif.org/species/2496211,gbif.org/species/2496211,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Crotophaga,sulcirostris,Crotophaga sulcirostris,Especie,"Swainson, 1827",,LC,,,,,,,,,,,,,
